,text,ReviewStar
2392,"Actually when i got this product the seal was ripped off and the box was in distorted condition but using it as the sould was kind of better than avg type...
",3
8911,"Most comfortable headphones and there is noise isolation. Sound will flow from your ears to your head that gives awesome feeling. Worth buy.
",5
11562,"Honestly better sound producing headphones, one should try using this!
",4
506,"I bought this for my friend. When he called me using the headset, his sound was not clear. Later I asked him about it. He told me that the sound quality of the earphones is good but the mic is not good.
",3
13572,"Wow awesome product, Good bass
",4
5927,"If you dont want the earbud type which seals your ear and can't hear outer world, just go for it.  Have been using from couple of months.  Best match for using while driving and office.  Atleast you can respond when your boss calls you!
",5
2698,"Sound quality and bass is very good.Good experience  i strongly recommend for this price.
",4
5546,"Its getting disconnected frequentlyWhen iam listening to music and stop it, then go to youtube, then the sound is coming through phone speaker even though the headphone is connected.Then i have to diconnect the bluetooth and then reconnect. Then only it will work.Not sure whether the piece is defective or the model itself is like thatReally dissapointed
",1
448,"Pros:Easy to useGood quality material usedConsNoise Cancellation is very poor. The person on the other side of the call will hear person speaking next to you in a public place, rather than you. I'm extremely upset with this and hence would like to return it.Ps: Doesnt make sense to save few bucks and buy a sub standard product, instead opt for some other brand
",2
1017,"Pretty good product, all the things are fine (given the price) except for noise cancellation.
",4
5203,"Within a month of purchase hardly any usage left ear speaker was dead no sound .I tried calling customer support once but couldn't get through, really very unhappy with this product.
",1
4731,"very poor sound and connectivity
",2
9232,"PROS: Great sound quality, good bassCONS:Not at all durable, stopped working in under 8 months and not worth the price
",2
2423,"It has started giving trouble within few days of use.  There is a constant noise which is quite troublesome
",2
12554,"Sound quality is decent. The product build is very poor. Without much use the buttons came off. Battery life is excellent, about 6hrs .Overall average. i recommend to buy a pair of wired earphones.
",2
9204,"One of the best headphones really m impressed . I was bit consered about just 1call button and no music related buttons. But hers the solution double tap= next song and trice tap = previous song  omg I love these headphones at this cost m soo happy and love it
",5
12903,"Wide length is bit longer than expected
",4
11684,"Not good
",2
6080,"I received a faulty product, which could not b recharged. But even otherwise the overall performance was not up to the desired standard/level and not worthy to that price.
",2
10721,"Good product to use.Product quality also good, good bass control.Not sure about wire quality though.
",4
10717,"Good
",4
9416,"I love Sennhiser ,I don,t want to compare with local brands .below 2k, Sennhiser brand is leading  one
",5
7408,"Great set of earphones. The sound quality is beautiful. Unfortunately, sennheiser has compromised on the build quality of the earphones. A few months down the line, one side has stopped working. The 3.5mm plug in is really flimsy and the wire is poor. You pay a lot of money and end up with poor quality. It's disappointing. The sound, however, is wonderful. If only the build quality was better.
",2
5936,"Not upto the mark...1-bluetooth gets disconnected intermittently, say if you have not used for sometime..need to reconnect2-not fitting properly  to the ear.3-Battery life just okSuggestion: can try some other alternative
",2
5655,"Very bed
",1
6298,"Slow connectivity , sound delay
",1
9517,"Not a great product from a reputable company
",2
13392,"Very goodðŸ‘ŒðŸ»
",5
5528,"Quality of the product is so good,and looking great,in recent times this is the best pods I have ever seen and sound clarity also very good
",5
12611,"I only use it for 2 hrs a day and the product is just use less.. within 3 months it has started its issues.. even when fully charged it only works for a max limit of 10mins..worst product ever used.
",1
10708,"In one word the product is awesome. The bass is too good. Most importantly the haedphone has truly noise cancellation property. Every bucks you spend is worth it.
",5
1832,"Good quality...worth buy
",4
13631,"Good
",5
13498,"Left earbud stopped working ðŸ˜”ðŸ˜¤
",2
11683,"I found this headphone very nice. Sound is very clear. I like it.
",5
1675,"This was my 3rd order of these earphones.Earlier two are working good.But this time, I got faulty ones.Sound gets interrupted after sometime.Have placed it for replacement.
",4
3722,"Bluetooth connection extremely bad during cycling, bike ride and running. Fit for internal use
",2
14326,"After 8 months i am facing issues with its charging.
",1
10263,"Delicate
",4
10353,"Name of Sennheiser is enough.. best of the best
",5
5309,"Sound quality is good bass is good battery life is also good this product is value for money ml
",5
9082,"sound is good, but very cheap quality material
",4
9532,"Good quality earphone
",4
8053,"If ur looking for all small details in sound with required bass then just go for itbecause it provides u balanced sound.
",5
4249,"Best in class. Balanced bass and treble. Great sound. Go for it.
",5
4627,"Observed lot of noise distortion and not able to use it.
",2
9829,"Overall Nice product, not having volume up/down controls. You need to use your phone to control it.
",4
2431,"Nice product...amazon's delivery was superb as alwayz...happy with the build quality of the product!Nice sound and bass! Best buy for the price!
",5
7254,"A review by a sound enthusiast.Awesome Sound quality of mids and treble, clear and pleasent treble , smooth and soft mids but one needs to equalize the freqencies a bit for that perfect balance of mids and trebl.andNeodynamium magnet - So Active BASS outputBass is preset low by default on this but..This earphone has capability to produce Bass more then your ears can handle  but to produce that much of bass a custom audio driver is required.to play low and ""feel the pressure"" of this frequency one needs an audio driver which amplifies this frequency range.Mobile phones doesn't have this amplification....and cannot be done much with an equalizer from playstore.So dont judge this on its default low bass setting.One con is wire is too thin.. and can easily break. Other then that an awesome earphone in every aspect except thin wire.
",5
7742,"Great sound quality. I use it with 1+5t and the sound quality is just awesome with perfect base and treble, even sound clarity is great. Wire quality could have been better
",5
13231,"Awesome
",5
9301,"I will review this product in one line "" awesome and fadu"" just go grab it.
",5
354,"Over all it is a below average product.-Very uncomfortable in my ear, painful after 15-20mins only.-Sound quality is very low and not clear many a time.- Bass is ZERO.-As you can see in the picture, it is on charging so frequently.- and the WORST part is; you are not allowed to return it even you want to replace it Amazon will replace it with the same product, why the hell I'll order the same product again with so many flaws.Amazon atleast allow me to pick other product.
",2
8898,"A treat to the ears!Once you experience sound from this earphone, you would hate to put on low quality and low priced products from other brands.
",5
3106,"Very good product and awesome battery backup
",5
4598,"Stupid product missing songs/voice its been 11 days n this is the response of the product
",1
6884,"Awesome product in this range, battery life izzzz gud, bass is petty nice, no noise cancellation, thank, sound quality is niceeeeee
",4
11777,"Overpriced low quality wires.
",1
7232,"If it falls in your budget, get it. That's all there is to it.I was restricting my budget to 900 because I have never felt the need for an expensive earphone despite my dialy use,so I kept pushing my purchase of the 275 for 3 years. Finally I decided to get it and it's great. I loved the cx 180 and this is even better. Very crisp,clear and decent noise masking. It's light,it's comfortable. It's got a mic that makes superb calls. I don't think you can beat this ,despite the premium over the JBL c100SI
",5
5724,"Good Sound and Comfort , But wires are little bigger, for better use download samsung level app.
",5
4861,"Good
",4
8863,"Average headphone. What quality I expected out of sennheiser isnt exactly the same. I am shocked even though it's original product of sennheiser it is shockingly average.
",3
14064,"I'm giving 2star just because of product box seal was broken. Rest product is ok (brand, Colour & portability). I don't see anything special about bass.
",2
1487,"Good for the price. Excellent value for money.
",4
238,"I like the build quality of this product and the battery life is awesome and while doing workout comfortness is good but I felt sound quality is not upto the mark while comparing out boat with wire  headsets like 225 only thing is the Boss is not that much good other than that awesome awesome product I got a good deal
",5
948,"This is an amazing product. Delivered by Amazon within 12 hours with ""Morning delivery."" A small safety concern that whenever you are using the earphones, the surrounding sound is not audible at all, even if the volume is low. So use it carefully, stay safe and enjoy the product.
",5
8851,"If you want a best headphones with mic. Just blindly pick this .. Best bass, treble , clear and crystal audio. I tried comparing same music track with few Samsung and creative headphones and you can clearly make out the difference in sound effects . had good experience with seinheiser CX 180 street 2. Go for it if your budget of headphones is under 2K
",5
6247,"Received faulty product. Left earpiece doesnâ€™t work. Mic picks only half the sound. Total let down,
",1
12534,"As per brand name the product is very poor... there are multiple problem ie. Sound quality is very poor,meny times disconnect during the call, absence of noice cancellation so that disturbance during the call, battery backup also poor...
",3
3022,"Product is not good...it's keep disconnecting while on call and as well  as not even clear voice.....Worst product.....
",1
444,"One of the best in-ear phone that I have ever used it so far.. This one rely rocks..Amazing sound quality and one of the lightest ear phone suits very well for most of the sports activities...
",5
936,"The battery life is amazing and works for a day with average use.The bass felt a little off but once you get used to it you don't realise any difference.The sound quality is decent for the price.The build and the magnets are also very good.
",4
4109,"To start with, the bass is superb wat else is needed for a music lover. ear phones are amazing go for it.
",4
12480,"Guys please don't buy. Had to have it replaced in flat 2 days of usage as one side stopped giving out the sound. Fortunately happened within 5 days of usage else had to simply discard it. Isn't worth for the price. Trust me the ones we get outside Railway stations are better with definitely a much better durability.Criminal loss of 2K
",2
7471,"I have been using Seinnheiser cx 275 since 10th August 2018. I found this is awesome product, having crystal clear sound quality, durable & comfortably fitted in ears. Thanks one of my friend to recommend this product. I feeling disc music in earphone. As I like traveling which is also part of my job so, it's great choice to buy...guys DNT think ....go for it..!! I'm satisfied with product.
",5
12589,"I HAVE RETURNED IT WITH AN HOUR EXPERIENCE WITH THIS DEVISE. NOT AT ALL A GOOD QUALITY PRODUCT IT IS WHILE I WAS USED PREVIOUSLY SONY W CI300 BTDON'T GO FOR IT GUYSTHANKSSEKHAR
",1
5384,"Built quality is not as much as it seems so wrt value of money I paid.
",2
13039,"Good sound quality
",5
4944,"I don't know why but it disconnects automatically from the device
",3
2442,"I am facing the problem that if you are not listing anything its just makes a kkhar khar sound and it irritates mee any one else facing the same problem ??
",3
2394,"Awesome for the price
",5
1417,"Good bluetooth headphone. Got for rs 1299 in sale
",5
143,"It's been 5 days only that I have bought this product....Cons:-10m bluetooth connectivity is a myth, it only supports upto 3-5 m.-wires are not quite durable or thick.-Bass is lower than average.-not durable for long run-ears starts to pain after a use of 30min.Pros:-gets charged quickly.-light weight-gets connected quickly,no problem in connection.So, for me this product is lower than average.Now it's up to you,so think twice before buying thus product.
",2
12040,"Excellent product . Fully satisfied
",5
2413,"Its very durable and sound outpurlt is descent too.treble and bass is good and your ears dont feel pain even after using it for 5-6 hourse
",5
11912,"its just great. i was using senheiser cx180 but this one has a lot of detail...just go for it. best in class.
",5
1497,"After a couple of weeks, one side stops working! Really bad product. Please donâ€™t buy it, will not last long.
",1
8728,"not upto the mark as compare to iphoneâ€™s and samsung, sony headphones
",1
3569,"It stopped working after around 2 months.... It should have a 1 year warranty but I have no idea how to avail it...
",2
8565,"Okay
",4
4662,"Bass was not upto the mark but overall happy with the purchase.
",4
1146,"Just after 3 months it has got a defect...one earplug is not working though it was kept with utter care...and there is no exchange policy shown here however before ordering it there was guarantee period mentioned...but now nothing is available as much
",2
668,"Sound is good quality in manufacturering is also good bluetooth working smoothly not find any connectivity issue....I got this approx â‚¹1100 on sale on amzone....In my apponeion it's good product till â‚¹1500.but it's not good after that price.go with tagg inferior if u have more money to invest in Bluetooth earphone.
",4
2461,"Bluetooth connection drops frequentely. Very cheap product.
",1
9255,"The sound is just OK. You can get the same for products at around 1000 with no discount. The wires are ultra thin, not sure how many days it is gonna last me. All in all, not worth the money.
",2
3847,"Baas is good but terrible is not upto the mark.battery life is also not good.in 2-3 hrs it gets discharged.
",3
13322,"Nice quality.
",5
13849,"Not worth
",3
6810,"soppar
",5
10480,"Wire gets degraded after a year of use.
",2
1100,"I bought this product about a month back. And started using it from last fifteen days. Suddenly the right earphone stopped working or barely I can hear at full volume level. Only the left earphone the sound and music comes.
",1
6653,"Good product quality
",5
6206,"Itâ€™s a good product. Definitely worth paying 2k but quality is not as good as expected.
",4
12125,"This is really good
",5
309,"Sound quality is good but there's lot of disturbance while playing music. Sounds like  music is buffering due to slow internet connection even though I am playing tracks which are saved in my phone. When they are saying it's has Qualcomm technology for better connectivity then I don't expect this.Another issue is battery drains too fast. If I charge fully in the morning then I need to charge in the afternoon coz it's switched off.I have given the 2 stars for the sound quality only otherwise it's not much worth.
",2
13461,"I wont to replace this product
",1
452,"I have just bought it and hardly used it 3 times...Now these has started to give a ""hissing"" sound after connecting it to my device...And main thing is it is not connecting itself to my PC I have tried a lot..but these are not good..Such a bad thing by amazon India ...I have never expected this thing from amazon...Please don't buy these stufs from amazon....So bad...ðŸ˜”ðŸ˜­
",3
1546,"Sound quality is really good and has good Bass.And ear bud support is good while jogging and running as well. Over all good one for the price..
",5
7907,"First 1 1/2  year working fine after that one side earphone is not workingI contact customer service  their response is awesome  I send my product to Bangalore and I received new ear phones  (photo  is new earphones)I recommend you sennheiser is great brandBlindly go with it
",5
6154,"the product is good bt jbl can make it more better the samsung earphn is as same as jbl but as a student i prefer jbl is the best
",4
10970,"Worth the money. Best earphones in this price range.
",5
2015,"If your budget is below 2k then u can definitely go for it...only found two issues so far 1. Range of Bluetooth 2. Built quality..
",4
11469,"Microphone not working on phone call .. whereas it works on WhatsApp and IMP calls.
",1
160,"Economic is what I would say. Not great nor too bad. It's decent with performance and battery life. You can surely go for it if u not a music freak and need sound quality of high standards. A really good product for day to day use. I would say for this price - the justice has been done.
",4
1305,"Sound is above average...do not expect premium sound at this range...very durable product made from sturdy material , decent battery life of around 2-3 hrs on a single charge...connectivity is average
",3
14200,"The batterly life dropped from 2 days to1 day within 2 months...by 3rd month the mic stopped functioning  ,this is happening regularly with all jbl products
",1
8088,"Best buy from amazon till date. Best sound quality which you wont get in any other ear phone in this cost.
",5
